"item_id","context_id","context","case","limit","target_type","target_verb","target_plausibility","filename","Group"
431,108,"移民が","ga","long","Accusative_Plausible","受け入れる","implausible","ga_long_108","B"
432,108,"移民を","o","long","Accusative_Plausible","受け入れる","plausible","o_long_108","C"
433,109,"労働者が","ga","short","Accusative_Plausible","搾取する","implausible","ga_short_109","A"
434,109,"労働者を","o","short","Accusative_Plausible","搾取する","plausible","o_short_109","B"
435,109,"労働者が","ga","long","Accusative_Plausible","搾取する","implausible","ga_long_109","C"
436,109,"労働者を","o","long","Accusative_Plausible","搾取する","plausible","o_long_109","D"
437,110,"生け贄が","ga","short","Accusative_Plausible","捧げる","implausible","ga_short_110","B"
438,110,"生け贄を","o","short","Accusative_Plausible","捧げる","plausible","o_short_110","C"
439,110,"生け贄が","ga","long","Accusative_Plausible","捧げる","implausible","ga_long_110","D"
440,110,"生け贄を","o","long","Accusative_Plausible","捧げる","plausible","o_long_110","A"
441,111,"弱者が","ga","short","Accusative_Plausible","いたわる","implausible","ga_short_111","C"
442,111,"弱者を","o","short","Accusative_Plausible","いたわる","plausible","o_short_111","D"
443,111,"弱者が","ga","long","Accusative_Plausible","いたわる","implausible","ga_long_111","A"
444,111,"弱者を","o","long","Accusative_Plausible","いたわる","plausible","o_long_111","B"
445,112,"新入生が","ga","short","Accusative_Plausible","歓迎する","implausible","ga_short_112","D"
446,112,"新入生を","o","short","Accusative_Plausible","歓迎する","plausible","o_short_112","A"
447,112,"新入生が","ga","long","Accusative_Plausible","歓迎する","implausible","ga_long_112","B"
448,112,"新入生を","o","long","Accusative_Plausible","歓迎する","plausible","o_long_112","C"
449,113,"ハエが","ga","short","Accusative_Plausible","たたく","implausible","ga_short_113","A"
450,113,"ハエを","o","short","Accusative_Plausible","たたく","plausible","o_short_113","B"
451,113,"ハエが","ga","long","Accusative_Plausible","たたく","implausible","ga_long_113","C"
452,113,"ハエを","o","long","Accusative_Plausible","たたく","plausible","o_long_113","D"
453,114,"入院患者が","ga","short","Accusative_Plausible","見舞う","implausible","ga_short_114","B"
454,114,"入院患者を","o","short","Accusative_Plausible","見舞う","plausible","o_short_114","C"
455,114,"入院患者が","ga","long","Accusative_Plausible","見舞う","implausible","ga_long_114","D"
456,114,"入院患者を","o","long","Accusative_Plausible","見舞う","plausible","o_long_114","A"
457,115,"害虫が","ga","short","Accusative_Plausible","駆除する","implausible","ga_short_115","C"
458,115,"害虫を","o","short","Accusative_Plausible","駆除する","plausible","o_short_115","D"
459,115,"害虫が","ga","long","Accusative_Plausible","駆除する","implausible","ga_long_115","A"
460,115,"害虫を","o","long","Accusative_Plausible","駆除する","plausible","o_long_115","B"
461,116,"蚊が","ga","short","Accusative_Plausible","追い払う","implausible","ga_short_116","D"
462,116,"蚊を","o","short","Accusative_Plausible","追い払う","plausible","o_short_116","A"
463,116,"蚊が","ga","long","Accusative_Plausible","追い払う","implausible","ga_long_116","B"
464,116,"蚊を","o","long","Accusative_Plausible","追い払う","plausible","o_long_116","C"
465,117,"ペットが","ga","short","Accusative_Plausible","なでる","implausible","ga_short_117","A"
466,117,"ペットを","o","short","Accusative_Plausible","なでる","plausible","o_short_117","B"
467,117,"ペットが","ga","long","Accusative_Plausible","なでる","implausible","ga_long_117","C"
468,117,"ペットを","o","long","Accusative_Plausible","なでる","plausible","o_long_117","D"
469,118,"英雄が","ga","short","Accusative_Plausible","たたえる","implausible","ga_short_118","B"
470,118,"英雄を","o","short","Accusative_Plausible","たたえる","plausible","o_short_118","C"
471,118,"英雄が","ga","long","Accusative_Plausible","たたえる","implausible","ga_long_118","D"
472,118,"英雄を","o","long","Accusative_Plausible","たたえる","plausible","o_long_118","A"
473,119,"故人が","ga","short","Accusative_Plausible","偲ぶ","implausible","ga_short_119","C"
474,119,"故人を","o","short","Accusative_Plausible","偲ぶ","plausible","o_short_119","D"
475,119,"故人が","ga","long","Accusative_Plausible","偲ぶ","implausible","ga_long_119","A"
476,119,"故人を","o","long","Accusative_Plausible","偲ぶ","plausible","o_long_119","B"
477,120,"志願者が","ga","short","Accusative_Plausible","募る","implausible","ga_short_120","D"
478,120,"志願者を","o","short","Accusative_Plausible","募る","plausible","o_short_120","A"
479,120,"志願者が","ga","long","Accusative_Plausible","募る","implausible","ga_long_120","B"
480,120,"志願者を","o","long","Accusative_Plausible","募る","plausible","o_long_120","C"
481,121,"パイロットが","ga","short","Nominative_Plausible","操縦する","plausible","ga_short_121","A"
482,121,"パイロットを","o","short","Nominative_Plausible","操縦する","implausible","o_short_121","B"
483,121,"パイロットが","ga","long","Nominative_Plausible","操縦する","plausible","ga_long_121","C"
484,121,"パイロットを","o","long","Nominative_Plausible","操縦する","implausible","o_long_121","D"
485,122,"家政婦が","ga","short","Nominative_Plausible","掃除する","plausible","ga_short_122","B"
486,122,"家政婦を","o","short","Nominative_Plausible","掃除する","implausible","o_short_122","C"
487,122,"家政婦が","ga","long","Nominative_Plausible","掃除する","plausible","ga_long_122","D"
488,122,"家政婦を","o","long","Nominative_Plausible","掃除する","implausible","o_long_122","A"
489,123,"リーダーが","ga","short","Nominative_Plausible","まとめる","plausible","ga_short_123","C"
490,123,"リーダーを","o","short","Nominative_Plausible","まとめる","implausible","o_short_123","D"
491,123,"リーダーが","ga","long","Nominative_Plausible","まとめる","plausible","ga_long_123","A"
492,123,"リーダーを","o","long","Nominative_Plausible","まとめる","implausible","o_long_123","B"
493,124,"神主が","ga","short","Nominative_Plausible","祈祷する","plausible","ga_short_124","D"
494,124,"神主を","o","short","Nominative_Plausible","祈祷する","implausible","o_short_124","A"
495,124,"神主が","ga","long","Nominative_Plausible","祈祷する","plausible","ga_long_124","B"
496,124,"神主を","o","long","Nominative_Plausible","祈祷する","implausible","o_long_124","C"
497,125,"王様が","ga","short","Nominative_Plausible","統治する","plausible","ga_short_125","A"
498,125,"王様を","o","short","Nominative_Plausible","統治する","implausible","o_short_125","B"
499,125,"王様が","ga","long","Nominative_Plausible","統治する","plausible","ga_long_125","C"
500,125,"王様を","o","long","Nominative_Plausible","統治する","implausible","o_long_125","D"
501,126,"舞妓さんが","ga","short","Nominative_Plausible","接待する","plausible","ga_short_126","B"
502,126,"舞妓さんを","o","short","Nominative_Plausible","接待する","implausible","o_short_126","C"
503,126,"舞妓さんが","ga","long","Nominative_Plausible","接待する","plausible","ga_long_126","D"
504,126,"舞妓さんを","o","long","Nominative_Plausible","接待する","implausible","o_long_126","A"
505,127,"バッターが","ga","short","Nominative_Plausible","打つ","plausible","ga_short_127","C"
506,127,"バッターを","o","short","Nominative_Plausible","打つ","implausible","o_short_127","D"
507,127,"バッターが","ga","long","Nominative_Plausible","打つ","plausible","ga_long_127","A"
508,127,"バッターを","o","long","Nominative_Plausible","打つ","implausible","o_long_127","B"
509,128,"レフェリーが","ga","short","Nominative_Plausible","判定する","plausible","ga_short_128","D"
510,128,"レフェリーを","o","short","Nominative_Plausible","判定する","implausible","o_short_128","A"
511,128,"レフェリーが","ga","long","Nominative_Plausible","判定する","plausible","ga_long_128","B"
512,128,"レフェリーを","o","long","Nominative_Plausible","判定する","implausible","o_long_128","C"
513,129,"ハンターが","ga","short","Nominative_Plausible","狩る","plausible","ga_short_129","A"
514,129,"ハンターを","o","short","Nominative_Plausible","狩る","implausible","o_short_129","B"
515,129,"ハンターが","ga","long","Nominative_Plausible","狩る","plausible","ga_long_129","C"
516,129,"ハンターを","o","long","Nominative_Plausible","狩る","implausible","o_long_129","D"
517,130,"記者が","ga","short","Nominative_Plausible","取材する","plausible","ga_short_130","B"
518,130,"記者を","o","short","Nominative_Plausible","取材する","implausible","o_short_130","C"
519,130,"記者が","ga","long","Nominative_Plausible","取材する","plausible","ga_long_130","D"
520,130,"記者を","o","long","Nominative_Plausible","取材する","implausible","o_long_130","A"
521,131,"海賊が","ga","short","Nominative_Plausible","襲う","plausible","ga_short_131","C"
522,131,"海賊を","o","short","Nominative_Plausible","襲う","implausible","o_short_131","D"
523,131,"海賊が","ga","long","Nominative_Plausible","襲う","plausible","ga_long_131","A"
524,131,"海賊を","o","long","Nominative_Plausible","襲う","implausible","o_long_131","B"
525,132,"チアリーダーが","ga","short","Nominative_Plausible","応援する","plausible","ga_short_132","D"
526,132,"チアリーダーを","o","short","Nominative_Plausible","応援する","implausible","o_short_132","A"
527,132,"チアリーダーが","ga","long","Nominative_Plausible","応援する","plausible","ga_long_132","B"
528,132,"チアリーダーを","o","long","Nominative_Plausible","応援する","implausible","o_long_132","C"
529,133,"すし職人が","ga","short","Nominative_Plausible","握る","plausible","ga_short_133","A"
530,133,"すし職人を","o","short","Nominative_Plausible","握る","implausible","o_short_133","B"
531,133,"すし職人が","ga","long","Nominative_Plausible","握る","plausible","ga_long_133","C"
532,133,"すし職人を","o","long","Nominative_Plausible","握る","implausible","o_long_133","D"
533,134,"マスコミが","ga","short","Nominative_Plausible","報道する","plausible","ga_short_134","B"
534,134,"マスコミを","o","short","Nominative_Plausible","報道する","implausible","o_short_134","C"
535,134,"マスコミが","ga","long","Nominative_Plausible","報道する","plausible","ga_long_134","D"
536,134,"マスコミを","o","long","Nominative_Plausible","報道する","implausible","o_long_134","A"
537,135,"ネズミが","ga","short","Nominative_Plausible","かじる","plausible","ga_short_135","C"
538,135,"ネズミを","o","short","Nominative_Plausible","かじる","implausible","o_short_135","D"
539,135,"ネズミが","ga","long","Nominative_Plausible","かじる","plausible","ga_long_135","A"
540,135,"ネズミを","o","long","Nominative_Plausible","かじる","implausible","o_long_135","B"
541,136,"学者が","ga","short","Nominative_Plausible","研究する","plausible","ga_short_136","D"
542,136,"学者を","o","short","Nominative_Plausible","研究する","implausible","o_short_136","A"
543,136,"学者が","ga","long","Nominative_Plausible","研究する","plausible","ga_long_136","B"
544,136,"学者を","o","long","Nominative_Plausible","研究する","implausible","o_long_136","C"
545,137,"被害者が","ga","short","Nominative_Plausible","訴える","plausible","ga_short_137","A"
546,137,"被害者を","o","short","Nominative_Plausible","訴える","implausible","o_short_137","B"
547,137,"被害者が","ga","long","Nominative_Plausible","訴える","plausible","ga_long_137","C"
548,137,"被害者を","o","long","Nominative_Plausible","訴える","implausible","o_long_137","D"
549,138,"ドラキュラが","ga","short","Nominative_Plausible","吸血する","plausible","ga_short_138","B"
550,138,"ドラキュラを","o","short","Nominative_Plausible","吸血する","implausible","o_short_138","C"
551,138,"ドラキュラが","ga","long","Nominative_Plausible","吸血する","plausible","ga_long_138","D"
552,138,"ドラキュラを","o","long","Nominative_Plausible","吸血する","implausible","o_long_138","A"
553,139,"郵便屋さんが","ga","short","Nominative_Plausible","配達する","plausible","ga_short_139","C"
554,139,"郵便屋さんを","o","short","Nominative_Plausible","配達する","implausible","o_short_139","D"
555,139,"郵便屋さんが","ga","long","Nominative_Plausible","配達する","plausible","ga_long_139","A"
556,139,"郵便屋さんを","o","long","Nominative_Plausible","配達する","implausible","o_long_139","B"
557,140,"理容師が","ga","short","Nominative_Plausible","散髪する","plausible","ga_short_140","D"
558,140,"理容師を","o","short","Nominative_Plausible","散髪する","implausible","o_short_140","A"
559,140,"理容師が","ga","long","Nominative_Plausible","散髪する","plausible","ga_long_140","B"
560,140,"理容師を","o","long","Nominative_Plausible","散髪する","implausible","o_long_140","C"
561,141,"助産師が","ga","short","Nominative_Plausible","とりあげる","plausible","ga_short_141","A"
562,141,"助産師を","o","short","Nominative_Plausible","とりあげる","implausible","o_short_141","B"
563,141,"助産師が","ga","long","Nominative_Plausible","とりあげる","plausible","ga_long_141","C"
564,141,"助産師を","o","long","Nominative_Plausible","とりあげる","implausible","o_long_141","D"
565,142,"詐欺師が","ga","short","Nominative_Plausible","だます","plausible","ga_short_142","B"
566,142,"詐欺師を","o","short","Nominative_Plausible","だます","implausible","o_short_142","C"
567,142,"詐欺師が","ga","long","Nominative_Plausible","だます","plausible","ga_long_142","D"
568,142,"詐欺師を","o","long","Nominative_Plausible","だます","implausible","o_long_142","A"
569,143,"誘拐犯が","ga","short","Nominative_Plausible","さらう","plausible","ga_short_143","C"
570,143,"誘拐犯を","o","short","Nominative_Plausible","さらう","implausible","o_short_143","D"
571,143,"誘拐犯が","ga","long","Nominative_Plausible","さらう","plausible","ga_long_143","A"
572,143,"誘拐犯を","o","long","Nominative_Plausible","さらう","implausible","o_long_143","B"
573,144,"役者が","ga","short","Nominative_Plausible","演じる","plausible","ga_short_144","D"
574,144,"役者を","o","short","Nominative_Plausible","演じる","implausible","o_short_144","A"
575,144,"役者が","ga","long","Nominative_Plausible","演じる","plausible","ga_long_144","B"
576,144,"役者を","o","long","Nominative_Plausible","演じる","implausible","o_long_144","C"
577,145,"領主が","ga","short","Nominative_Plausible","支配する","plausible","ga_short_145","A"
578,145,"領主を","o","short","Nominative_Plausible","支配する","implausible","o_short_145","B"
579,145,"領主が","ga","long","Nominative_Plausible","支配する","plausible","ga_long_145","C"
580,145,"領主を","o","long","Nominative_Plausible","支配する","implausible","o_long_145","D"
581,146,"コレクターが","ga","short","Nominative_Plausible","集める","plausible","ga_short_146","B"
582,146,"コレクターを","o","short","Nominative_Plausible","集める","implausible","o_short_146","C"
583,146,"コレクターが","ga","long","Nominative_Plausible","集める","plausible","ga_long_146","D"
584,146,"コレクターを","o","long","Nominative_Plausible","集める","implausible","o_long_146","A"
585,147,"鍋奉行が","ga","short","Nominative_Plausible","仕切る","plausible","ga_short_147","C"
586,147,"鍋奉行を","o","short","Nominative_Plausible","仕切る","implausible","o_short_147","D"
587,147,"鍋奉行が","ga","long","Nominative_Plausible","仕切る","plausible","ga_long_147","A"
588,147,"鍋奉行を","o","long","Nominative_Plausible","仕切る","implausible","o_long_147","B"
589,148,"ストーカーが","ga","short","Nominative_Plausible","つきまとう","plausible","ga_short_148","D"
590,148,"ストーカーを","o","short","Nominative_Plausible","つきまとう","implausible","o_short_148","A"
591,148,"ストーカーが","ga","long","Nominative_Plausible","つきまとう","plausible","ga_long_148","B"
592,148,"ストーカーを","o","long","Nominative_Plausible","つきまとう","implausible","o_long_148","C"
593,149,"検察官が","ga","short","Nominative_Plausible","起訴する","plausible","ga_short_149","A"
594,149,"検察官を","o","short","Nominative_Plausible","起訴する","implausible","o_short_149","B"
595,149,"検察官が","ga","long","Nominative_Plausible","起訴する","plausible","ga_long_149","C"
596,149,"検察官を","o","long","Nominative_Plausible","起訴する","implausible","o_long_149","D"
597,150,"カメラマンが","ga","short","Nominative_Plausible","撮る","plausible","ga_short_150","B"
598,150,"カメラマンを","o","short","Nominative_Plausible","撮る","implausible","o_short_150","C"
599,150,"カメラマンが","ga","long","Nominative_Plausible","撮る","plausible","ga_long_150","D"
600,150,"カメラマンを","o","long","Nominative_Plausible","撮る","implausible","o_long_150","A"
601,151,"評論家が","ga","short","Nominative_Plausible","批判する","plausible","ga_short_151","C"
602,151,"評論家を","o","short","Nominative_Plausible","批判する","implausible","o_short_151","D"
603,151,"評論家が","ga","long","Nominative_Plausible","批判する","plausible","ga_long_151","A"
604,151,"評論家を","o","long","Nominative_Plausible","批判する","implausible","o_long_151","B"
605,152,"やくざが","ga","short","Nominative_Plausible","脅す","plausible","ga_short_152","D"
606,152,"やくざを","o","short","Nominative_Plausible","脅す","implausible","o_short_152","A"
607,152,"やくざが","ga","long","Nominative_Plausible","脅す","plausible","ga_long_152","B"
608,152,"やくざを","o","long","Nominative_Plausible","脅す","implausible","o_long_152","C"
609,153,"ホストが","ga","short","Nominative_Plausible","もてなす","plausible","ga_short_153","A"
610,153,"ホストを","o","short","Nominative_Plausible","もてなす","implausible","o_short_153","B"
611,153,"ホストが","ga","long","Nominative_Plausible","もてなす","plausible","ga_long_153","C"
612,153,"ホストを","o","long","Nominative_Plausible","もてなす","implausible","o_long_153","D"
613,154,"債権者が","ga","short","Nominative_Plausible","取り立てる","plausible","ga_short_154","B"
614,154,"債権者を","o","short","Nominative_Plausible","取り立てる","implausible","o_short_154","C"
615,154,"債権者が","ga","long","Nominative_Plausible","取り立てる","plausible","ga_long_154","D"
616,154,"債権者を","o","long","Nominative_Plausible","取り立てる","implausible","o_long_154","A"
617,155,"哲学者が","ga","short","Nominative_Plausible","考える","plausible","ga_short_155","C"
618,155,"哲学者を","o","short","Nominative_Plausible","考える","implausible","o_short_155","D"
619,155,"哲学者が","ga","long","Nominative_Plausible","考える","plausible","ga_long_155","A"
620,155,"哲学者を","o","long","Nominative_Plausible","考える","implausible","o_long_155","B"
621,156,"泥棒が","ga","short","Nominative_Plausible","盗む","plausible","ga_short_156","D"
622,156,"泥棒を","o","short","Nominative_Plausible","盗む","implausible","o_short_156","A"
623,156,"泥棒が","ga","long","Nominative_Plausible","盗む","plausible","ga_long_156","B"
624,156,"泥棒を","o","long","Nominative_Plausible","盗む","implausible","o_long_156","C"
625,157,"外科医が","ga","short","Nominative_Plausible","手術する","plausible","ga_short_157","A"
626,157,"外科医を","o","short","Nominative_Plausible","手術する","implausible","o_short_157","B"
627,157,"外科医が","ga","long","Nominative_Plausible","手術する","plausible","ga_long_157","C"
628,157,"外科医を","o","long","Nominative_Plausible","手術する","implausible","o_long_157","D"
629,158,"コウノトリが","ga","short","Nominative_Plausible","運ぶ","plausible","ga_short_158","B"
630,158,"コウノトリを","o","short","Nominative_Plausible","運ぶ","implausible","o_short_158","C"
631,158,"コウノトリが","ga","long","Nominative_Plausible","運ぶ","plausible","ga_long_158","D"
632,158,"コウノトリを","o","long","Nominative_Plausible","運ぶ","implausible","o_long_158","A"
633,159,"ガイドが","ga","short","Nominative_Plausible","案内する","plausible","ga_short_159","C"
634,159,"ガイドを","o","short","Nominative_Plausible","案内する","implausible","o_short_159","D"
635,159,"ガイドが","ga","long","Nominative_Plausible","案内する","plausible","ga_long_159","A"
636,159,"ガイドを","o","long","Nominative_Plausible","案内する","implausible","o_long_159","B"
637,160,"苦情係が","ga","short","Nominative_Plausible","対応する","plausible","ga_short_160","D"
638,160,"苦情係を","o","short","Nominative_Plausible","対応する","implausible","o_short_160","A"
639,160,"苦情係が","ga","long","Nominative_Plausible","対応する","plausible","ga_long_160","B"
640,160,"苦情係を","o","long","Nominative_Plausible","対応する","implausible","o_long_160","C"
